scenario,scenario_tag,method,series_seed,margin,n_true,n_pred,precision,recall,f1,mae,roc_auc,pr_auc,time_s
"D=1, pink",D10_pink,Nyblom,1008,100,211,1,1.0,0.004739,0.009434,3.0,0.5123,0.9818,0.3706
"D=1, pink",D10_pink,Nyblom,1009,25,178,1,1.0,0.005618,0.011173,1.0,0.6575,0.9092,0.3799
"D=1, pink",D10_pink,Nyblom,1009,50,178,1,1.0,0.005618,0.011173,1.0,0.6835,0.9737,0.3799
"D=1, pink",D10_pink,Nyblom,1009,100,178,1,1.0,0.005618,0.011173,1.0,,,0.3799
"D=1, pink",D10_pink,Nyblom,1010,25,182,1,1.0,0.005495,0.010929,0.0,0.4308,0.7541,0.341
"D=1, pink",D10_pink,Nyblom,1010,50,182,1,1.0,0.005495,0.010929,0.0,0.2238,0.9235,0.341
"D=1, pink",D10_pink,Nyblom,1010,100,182,1,1.0,0.005495,0.010929,0.0,,,0.341
"D=1, pink",D10_pink,Nyblom,1011,25,176,1,1.0,0.005682,0.011299,0.0,0.4982,0.8004,0.4849
"D=1, pink",D10_pink,Nyblom,1011,50,176,1,1.0,0.005682,0.011299,0.0,0.3111,0.9409,0.4849
"D=1, pink",D10_pink,Nyblom,1011,100,176,1,1.0,0.005682,0.011299,0.0,,,0.4849
"D=1, pink",D10_pink,Nyblom,1012,25,207,1,1.0,0.004831,0.009615,0.0,0.4264,0.7833,0.4027
"D=1, pink",D10_pink,Nyblom,1012,50,207,1,1.0,0.004831,0.009615,0.0,0.3039,0.9433,0.4027
"D=1, pink",D10_pink,Nyblom,1012,100,207,1,1.0,0.004831,0.009615,0.0,,,0.4027
"D=1, pink",D10_pink,Nyblom,1013,25,172,1,1.0,0.005814,0.011561,14.0,0.4416,0.8189,0.3583
"D=1, pink",D10_pink,Nyblom,1013,50,172,1,1.0,0.005814,0.011561,14.0,0.3638,0.9604,0.3583
"D=1, pink",D10_pink,Nyblom,1013,100,172,1,1.0,0.005814,0.011561,14.0,,,0.3583
"D=1, pink",D10_pink,Nyblom,1014,25,184,1,1.0,0.005435,0.010811,1.0,0.5379,0.7338,0.3697
"D=1, pink",D10_pink,Nyblom,1014,50,184,1,1.0,0.005435,0.010811,1.0,0.5282,0.916,0.3697
"D=1, pink",D10_pink,Nyblom,1014,100,184,1,1.0,0.005435,0.010811,1.0,,,0.3697
"D=1, pink",D10_pink,Nyblom,1015,25,169,1,1.0,0.005917,0.011765,1.0,0.4865,0.8308,0.3825
"D=1, pink",D10_pink,Nyblom,1015,50,169,1,1.0,0.005917,0.011765,1.0,0.4429,0.948,0.3825
"D=1, pink",D10_pink,Nyblom,1015,100,169,1,1.0,0.005917,0.011765,1.0,,,0.3825
"D=1, pink",D10_pink,Nyblom,1016,25,181,1,1.0,0.005525,0.010989,0.0,0.6347,0.8971,0.3369
"D=1, pink",D10_pink,Nyblom,1016,50,181,1,1.0,0.005525,0.010989,0.0,0.6649,0.9812,0.3369
"D=1, pink",D10_pink,Nyblom,1016,100,181,1,1.0,0.005525,0.010989,0.0,,,0.3369
"D=1, pink",D10_pink,Nyblom,1017,25,175,1,1.0,0.005714,0.011364,0.0,0.7015,0.945,0.3131
"D=1, pink",D10_pink,Nyblom,1017,50,175,1,1.0,0.005714,0.011364,0.0,,,0.3131
"D=1, pink",D10_pink,Nyblom,1017,100,175,1,1.0,0.005714,0.011364,0.0,,,0.3131
"D=1, pink",D10_pink,Nyblom,1018,25,197,1,1.0,0.005076,0.010101,3.0,0.5637,0.8754,0.3331
"D=1, pink",D10_pink,Nyblom,1018,50,197,1,1.0,0.005076,0.010101,3.0,0.8845,0.9928,0.3331
"D=1, pink",D10_pink,Nyblom,1018,100,197,1,1.0,0.005076,0.010101,3.0,0.912,0.9969,0.3331
"D=1, pink",D10_pink,Nyblom,1019,25,188,1,1.0,0.005319,0.010582,0.0,0.5815,0.8973,0.303
"D=1, pink",D10_pink,Nyblom,1019,50,188,1,1.0,0.005319,0.010582,0.0,0.7953,0.9883,0.303
"D=1, pink",D10_pink,Nyblom,1019,100,188,1,1.0,0.005319,0.010582,0.0,0.9979,1.0,0.303
"D=1, pink",D10_pink,Nyblom,1020,25,177,1,1.0,0.00565,0.011236,1.0,0.4999,0.8234,0.3206
"D=1, pink",D10_pink,Nyblom,1020,50,177,1,1.0,0.00565,0.011236,1.0,0.4387,0.96,0.3206
"D=1, pink",D10_pink,Nyblom,1020,100,177,1,1.0,0.00565,0.011236,1.0,,,0.3206
"D=1, pink",D10_pink,Nyblom,1021,25,208,1,1.0,0.004808,0.009569,0.0,0.6023,0.849,0.5091
"D=1, pink",D10_pink,Nyblom,1021,50,208,1,1.0,0.004808,0.009569,0.0,0.5762,0.9486,0.5091
"D=1, pink",D10_pink,Nyblom,1021,100,208,1,1.0,0.004808,0.009569,0.0,,,0.5091
"D=1, pink",D10_pink,Nyblom,1022,25,179,1,1.0,0.005587,0.011111,0.0,0.6254,0.8502,0.4003
"D=1, pink",D10_pink,Nyblom,1022,50,179,1,1.0,0.005587,0.011111,0.0,0.8062,0.9881,0.4003
"D=1, pink",D10_pink,Nyblom,1022,100,179,1,1.0,0.005587,0.011111,0.0,,,0.4003
"D=1, pink",D10_pink,Nyblom,1023,25,185,1,1.0,0.005405,0.010753,1.0,0.4868,0.8022,0.3853
"D=1, pink",D10_pink,Nyblom,1023,50,185,1,1.0,0.005405,0.010753,1.0,0.3899,0.9242,0.3853
"D=1, pink",D10_pink,Nyblom,1023,100,185,1,1.0,0.005405,0.010753,1.0,,,0.3853
"D=1, pink",D10_pink,Nyblom,1024,25,192,1,1.0,0.005208,0.010363,0.0,0.4294,0.8003,0.4105
"D=1, pink",D10_pink,Nyblom,1024,50,192,1,1.0,0.005208,0.010363,0.0,0.1883,0.8905,0.4105
"D=1, pink",D10_pink,Nyblom,1024,100,192,1,1.0,0.005208,0.010363,0.0,0.1715,0.9768,0.4105
"D=1, pink",D10_pink,Nyblom,1025,25,186,1,1.0,0.005376,0.010695,1.0,0.4434,0.8145,0.3241
"D=1, pink",D10_pink,Nyblom,1025,50,186,1,1.0,0.005376,0.010695,1.0,0.3633,0.9306,0.3241
"D=1, pink",D10_pink,Nyblom,1025,100,186,1,1.0,0.005376,0.010695,1.0,,,0.3241
"D=1, pink",D10_pink,Nyblom,1026,25,199,1,1.0,0.005025,0.01,0.0,0.4547,0.7874,0.3134
"D=1, pink",D10_pink,Nyblom,1026,50,199,1,1.0,0.005025,0.01,0.0,0.3998,0.9049,0.3134
"D=1, pink",D10_pink,Nyblom,1026,100,199,1,1.0,0.005025,0.01,0.0,0.2883,0.9895,0.3134
"D=1, pink",D10_pink,Nyblom,1027,25,207,1,1.0,0.004831,0.009615,0.0,0.5172,0.8927,0.3194
"D=1, pink",D10_pink,Nyblom,1027,50,207,1,1.0,0.004831,0.009615,0.0,0.6814,0.9898,0.3194
"D=1, pink",D10_pink,Nyblom,1027,100,207,1,1.0,0.004831,0.009615,0.0,,,0.3194
"D=1, pink",D10_pink,Nyblom,1028,25,225,1,1.0,0.004444,0.00885,1.0,0.6335,0.8221,0.436
"D=1, pink",D10_pink,Nyblom,1028,50,225,1,1.0,0.004444,0.00885,1.0,0.6684,0.9025,0.436
"D=1, pink",D10_pink,Nyblom,1028,100,225,1,1.0,0.004444,0.00885,1.0,0.9371,0.997,0.436
"D=1, pink",D10_pink,Nyblom,1029,25,187,1,1.0,0.005348,0.010638,1.0,0.4555,0.8731,0.3115
"D=1, pink",D10_pink,Nyblom,1029,50,187,1,1.0,0.005348,0.010638,1.0,0.2601,0.9893,0.3115
"D=1, pink",D10_pink,Nyblom,1029,100,187,1,1.0,0.005348,0.010638,1.0,,,0.3115
"D=1, pink",D10_pink,Nyblom,1030,25,194,1,1.0,0.005155,0.010256,0.0,0.4057,0.807,0.3123
"D=1, pink",D10_pink,Nyblom,1030,50,194,1,1.0,0.005155,0.010256,0.0,0.0349,0.9886,0.3123
"D=1, pink",D10_pink,Nyblom,1030,100,194,1,1.0,0.005155,0.010256,0.0,,,0.3123
"D=1, pink",D10_pink,Nyblom,1031,25,223,1,1.0,0.004484,0.008929,0.0,0.4597,0.9088,0.3325
"D=1, pink",D10_pink,Nyblom,1031,50,223,1,1.0,0.004484,0.008929,0.0,0.2685,0.9768,0.3325
"D=1, pink",D10_pink,Nyblom,1031,100,223,1,1.0,0.004484,0.008929,0.0,,,0.3325
"D=1, pink",D10_pink,Nyblom,1032,25,199,1,1.0,0.005025,0.01,0.0,0.5376,0.788,0.4103
"D=1, pink",D10_pink,Nyblom,1032,50,199,1,1.0,0.005025,0.01,0.0,0.8134,0.9861,0.4103
"D=1, pink",D10_pink,Nyblom,1032,100,199,1,1.0,0.005025,0.01,0.0,0.9815,0.9997,0.4103
"D=1, pink",D10_pink,Nyblom,1033,25,173,1,1.0,0.00578,0.011494,1.0,0.5285,0.9048,0.3152
"D=1, pink",D10_pink,Nyblom,1033,50,173,1,1.0,0.00578,0.011494,1.0,0.7369,0.9947,0.3152
"D=1, pink",D10_pink,Nyblom,1033,100,173,1,1.0,0.00578,0.011494,1.0,,,0.3152
"D=1, pink",D10_pink,Nyblom,1034,25,187,1,1.0,0.005348,0.010638,0.0,0.4041,0.8404,0.2889
"D=1, pink",D10_pink,Nyblom,1034,50,187,1,1.0,0.005348,0.010638,0.0,0.3959,0.9719,0.2889
"D=1, pink",D10_pink,Nyblom,1034,100,187,1,1.0,0.005348,0.010638,0.0,,,0.2889
"D=1, pink",D10_pink,Nyblom,1035,25,193,1,1.0,0.005181,0.010309,0.0,0.6188,0.911,0.3152
"D=1, pink",D10_pink,Nyblom,1035,50,193,1,1.0,0.005181,0.010309,0.0,0.6183,0.9913,0.3152
"D=1, pink",D10_pink,Nyblom,1035,100,193,1,1.0,0.005181,0.010309,0.0,,,0.3152
"D=1, pink",D10_pink,Nyblom,1036,25,208,1,1.0,0.004808,0.009569,0.0,0.6333,0.8772,0.3555
"D=1, pink",D10_pink,Nyblom,1036,50,208,1,1.0,0.004808,0.009569,0.0,0.9289,0.9963,0.3555
"D=1, pink",D10_pink,Nyblom,1036,100,208,1,1.0,0.004808,0.009569,0.0,0.976,0.9996,0.3555
"D=1, pink",D10_pink,Nyblom,1037,25,172,1,1.0,0.005814,0.011561,3.0,0.5754,0.8283,0.4071
"D=1, pink",D10_pink,Nyblom,1037,50,172,1,1.0,0.005814,0.011561,3.0,0.5821,0.9589,0.4071
"D=1, pink",D10_pink,Nyblom,1037,100,172,1,1.0,0.005814,0.011561,3.0,,,0.4071
"D=1, pink",D10_pink,Nyblom,1038,25,184,1,1.0,0.005435,0.010811,0.0,0.5522,0.8295,0.3391
"D=1, pink",D10_pink,Nyblom,1038,50,184,1,1.0,0.005435,0.010811,0.0,0.7146,0.9878,0.3391
"D=1, pink",D10_pink,Nyblom,1038,100,184,1,1.0,0.005435,0.010811,0.0,,,0.3391
"D=1, pink",D10_pink,Nyblom,1039,25,183,1,1.0,0.005464,0.01087,0.0,0.6276,0.8664,0.419
"D=1, pink",D10_pink,Nyblom,1039,50,183,1,1.0,0.005464,0.01087,0.0,0.6966,0.9471,0.419
"D=1, pink",D10_pink,Nyblom,1039,100,183,1,1.0,0.005464,0.01087,0.0,0.7444,0.9905,0.419
"D=1, pink",D10_pink,Nyblom,1040,25,176,1,1.0,0.005682,0.011299,0.0,0.5314,0.6691,0.5041
"D=1, pink",D10_pink,Nyblom,1040,50,176,1,1.0,0.005682,0.011299,0.0,0.5845,0.895,0.5041
"D=1, pink",D10_pink,Nyblom,1040,100,176,1,1.0,0.005682,0.011299,0.0,0.8519,0.9996,0.5041
"D=1, pink",D10_pink,Nyblom,1041,25,184,1,1.0,0.005435,0.010811,1.0,0.5385,0.8057,0.4015
"D=1, pink",D10_pink,Nyblom,1041,50,184,1,1.0,0.005435,0.010811,1.0,0.6152,0.9194,0.4015
"D=1, pink",D10_pink,Nyblom,1041,100,184,1,1.0,0.005435,0.010811,1.0,0.8668,0.9972,0.4015
"D=1, pink",D10_pink,Nyblom,1042,25,190,1,1.0,0.005263,0.010471,1.0,0.6193,0.8815,0.3366
"D=1, pink",D10_pink,Nyblom,1042,50,190,1,1.0,0.005263,0.010471,1.0,0.6566,0.9635,0.3366
"D=1, pink",D10_pink,Nyblom,1042,100,190,1,1.0,0.005263,0.010471,1.0,0.5884,0.9892,0.3366
"D=1, pink",D10_pink,Nyblom,1043,25,200,1,1.0,0.005,0.00995,0.0,0.5722,0.8852,0.3556
"D=1, pink",D10_pink,Nyblom,1043,50,200,1,1.0,0.005,0.00995,0.0,0.3339,0.9458,0.3556
"D=1, pink",D10_pink,Nyblom,1043,100,200,1,1.0,0.005,0.00995,0.0,0.3355,0.9995,0.3556
"D=1, pink",D10_pink,Nyblom,1044,25,204,1,1.0,0.004902,0.009756,1.0,0.6121,0.8673,0.3413
"D=1, pink",D10_pink,Nyblom,1044,50,204,1,1.0,0.004902,0.009756,1.0,0.6253,0.9339,0.3413
"D=1, pink",D10_pink,Nyblom,1044,100,204,1,1.0,0.004902,0.009756,1.0,0.8726,0.9935,0.3413
"D=1, pink",D10_pink,Nyblom,1045,25,180,1,1.0,0.005556,0.01105,0.0,0.687,0.8881,0.4123
"D=1, pink",D10_pink,Nyblom,1045,50,180,1,1.0,0.005556,0.01105,0.0,0.8791,0.9931,0.4123
"D=1, pink",D10_pink,Nyblom,1045,100,180,1,1.0,0.005556,0.01105,0.0,0.9305,0.998,0.4123
"D=1, pink",D10_pink,Nyblom,1046,25,215,1,1.0,0.004651,0.009259,1.0,0.4147,0.7467,0.3064
"D=1, pink",D10_pink,Nyblom,1046,50,215,1,1.0,0.004651,0.009259,1.0,0.3705,0.9175,0.3064
"D=1, pink",D10_pink,Nyblom,1046,100,215,1,1.0,0.004651,0.009259,1.0,,,0.3064
"D=1, pink",D10_pink,Nyblom,1047,25,199,1,1.0,0.005025,0.01,1.0,0.4868,0.7641,0.4271
"D=1, pink",D10_pink,Nyblom,1047,50,199,1,1.0,0.005025,0.01,1.0,0.4534,0.9194,0.4271
"D=1, pink",D10_pink,Nyblom,1047,100,199,1,1.0,0.005025,0.01,1.0,,,0.4271
"D=1, pink",D10_pink,Nyblom,1048,25,215,1,1.0,0.004651,0.009259,2.0,0.33,0.7629,0.3504
"D=1, pink",D10_pink,Nyblom,1048,50,215,1,1.0,0.004651,0.009259,2.0,0.3556,0.9112,0.3504
"D=1, pink",D10_pink,Nyblom,1048,100,215,1,1.0,0.004651,0.009259,2.0,,,0.3504
"D=1, pink",D10_pink,Nyblom,1049,25,203,1,1.0,0.004926,0.009804,0.0,0.5907,0.8874,0.3246
"D=1, pink",D10_pink,Nyblom,1049,50,203,1,1.0,0.004926,0.009804,0.0,0.5323,0.9742,0.3246
"D=1, pink",D10_pink,Nyblom,1049,100,203,1,1.0,0.004926,0.009804,0.0,,,0.3246
"D=1.5, white",D15_white,Nyblom,1000,25,121,1,1.0,0.008264,0.016393,2.0,0.3619,0.8069,0.3306
"D=1.5, white",D15_white,Nyblom,1000,50,121,1,1.0,0.008264,0.016393,2.0,0.3246,0.941,0.3306
"D=1.5, white",D15_white,Nyblom,1000,100,121,1,1.0,0.008264,0.016393,2.0,,,0.3306
"D=1.5, white",D15_white,Nyblom,1001,25,116,1,1.0,0.008621,0.017094,1.0,0.5057,0.8545,0.3169
"D=1.5, white",D15_white,Nyblom,1001,50,116,1,1.0,0.008621,0.017094,1.0,0.0807,0.9852,0.3169
"D=1.5, white",D15_white,Nyblom,1001,100,116,1,1.0,0.008621,0.017094,1.0,,,0.3169
"D=1.5, white",D15_white,Nyblom,1002,25,106,1,1.0,0.009434,0.018692,2.0,0.5023,0.8864,0.3046
"D=1.5, white",D15_white,Nyblom,1002,50,106,1,1.0,0.009434,0.018692,2.0,0.4641,0.9805,0.3046
"D=1.5, white",D15_white,Nyblom,1002,100,106,1,1.0,0.009434,0.018692,2.0,,,0.3046
"D=1.5, white",D15_white,Nyblom,1003,25,107,1,1.0,0.009346,0.018519,8.0,0.4585,0.8661,0.309
"D=1.5, white",D15_white,Nyblom,1003,50,107,1,1.0,0.009346,0.018519,8.0,0.4133,0.9886,0.309
"D=1.5, white",D15_white,Nyblom,1003,100,107,1,1.0,0.009346,0.018519,8.0,,,0.309
"D=1.5, white",D15_white,Nyblom,1004,25,133,1,1.0,0.007519,0.014925,3.0,0.4117,0.9117,0.315
"D=1.5, white",D15_white,Nyblom,1004,50,133,1,1.0,0.007519,0.014925,3.0,,,0.315
"D=1.5, white",D15_white,Nyblom,1004,100,133,1,1.0,0.007519,0.014925,3.0,,,0.315
"D=1.5, white",D15_white,Nyblom,1005,25,93,1,1.0,0.010753,0.021277,1.0,0.5699,0.8476,0.3513
"D=1.5, white",D15_white,Nyblom,1005,50,93,1,1.0,0.010753,0.021277,1.0,0.9932,0.9999,0.3513
"D=1.5, white",D15_white,Nyblom,1005,100,93,1,1.0,0.010753,0.021277,1.0,,,0.3513
"D=1.5, white",D15_white,Nyblom,1006,25,121,1,1.0,0.008264,0.016393,0.0,0.5406,0.8714,0.2954
"D=1.5, white",D15_white,Nyblom,1006,50,121,1,1.0,0.008264,0.016393,0.0,0.5262,0.993,0.2954
"D=1.5, white",D15_white,Nyblom,1006,100,121,1,1.0,0.008264,0.016393,0.0,,,0.2954
"D=1.5, white",D15_white,Nyblom,1007,25,102,1,1.0,0.009804,0.019417,1.0,0.357,0.7562,0.3108
"D=1.5, white",D15_white,Nyblom,1007,50,102,1,1.0,0.009804,0.019417,1.0,0.2128,0.9753,0.3108
"D=1.5, white",D15_white,Nyblom,1007,100,102,1,1.0,0.009804,0.019417,1.0,,,0.3108
"D=1.5, white",D15_white,Nyblom,1008,25,117,1,1.0,0.008547,0.016949,2.0,0.6539,0.9102,0.3438
"D=1.5, white",D15_white,Nyblom,1008,50,117,1,1.0,0.008547,0.016949,2.0,0.7221,0.9741,0.3438
"D=1.5, white",D15_white,Nyblom,1008,100,117,1,1.0,0.008547,0.016949,2.0,0.7682,0.997,0.3438
"D=1.5, white",D15_white,Nyblom,1009,25,112,1,1.0,0.008929,0.017699,6.0,0.574,0.9261,0.4293
"D=1.5, white",D15_white,Nyblom,1009,50,112,1,1.0,0.008929,0.017699,6.0,0.6315,0.988,0.4293
"D=1.5, white",D15_white,Nyblom,1009,100,112,1,1.0,0.008929,0.017699,6.0,,,0.4293
"D=1.5, white",D15_white,Nyblom,1010,25,123,1,1.0,0.00813,0.016129,1.0,0.2865,0.7783,0.3353
"D=1.5, white",D15_white,Nyblom,1010,50,123,1,1.0,0.00813,0.016129,1.0,0.1645,0.9415,0.3353
"D=1.5, white",D15_white,Nyblom,1010,100,123,1,1.0,0.00813,0.016129,1.0,,,0.3353
"D=1.5, white",D15_white,Nyblom,1011,25,121,1,1.0,0.008264,0.016393,1.0,0.4499,0.8966,0.3699
"D=1.5, white",D15_white,Nyblom,1011,50,121,1,1.0,0.008264,0.016393,1.0,0.3169,0.9747,0.3699
"D=1.5, white",D15_white,Nyblom,1011,100,121,1,1.0,0.008264,0.016393,1.0,,,0.3699
"D=1.5, white",D15_white,Nyblom,1012,25,107,1,1.0,0.009346,0.018519,1.0,0.5443,0.8275,0.2719
"D=1.5, white",D15_white,Nyblom,1012,50,107,1,1.0,0.009346,0.018519,1.0,0.6775,0.971,0.2719
"D=1.5, white",D15_white,Nyblom,1012,100,107,1,1.0,0.009346,0.018519,1.0,,,0.2719
"D=1.5, white",D15_white,Nyblom,1013,25,106,1,1.0,0.009434,0.018692,4.0,0.4645,0.7782,0.3
"D=1.5, white",D15_white,Nyblom,1013,50,106,1,1.0,0.009434,0.018692,4.0,0.5327,0.9739,0.3
"D=1.5, white",D15_white,Nyblom,1013,100,106,1,1.0,0.009434,0.018692,4.0,,,0.3
"D=1.5, white",D15_white,Nyblom,1014,25,101,1,1.0,0.009901,0.019608,1.0,0.3884,0.812,0.3139
"D=1.5, white",D15_white,Nyblom,1014,50,101,1,1.0,0.009901,0.019608,1.0,0.4909,0.9768,0.3139
"D=1.5, white",D15_white,Nyblom,1014,100,101,1,1.0,0.009901,0.019608,1.0,,,0.3139
"D=1.5, white",D15_white,Nyblom,1015,25,110,1,1.0,0.009091,0.018018,1.0,0.497,0.8518,0.318
"D=1.5, white",D15_white,Nyblom,1015,50,110,1,1.0,0.009091,0.018018,1.0,0.7368,0.995,0.318
"D=1.5, white",D15_white,Nyblom,1015,100,110,1,1.0,0.009091,0.018018,1.0,,,0.318
"D=1.5, white",D15_white,Nyblom,1016,25,111,1,1.0,0.009009,0.017857,0.0,0.5577,0.8874,0.3404
"D=1.5, white",D15_white,Nyblom,1016,50,111,1,1.0,0.009009,0.017857,0.0,0.4896,0.9622,0.3404
"D=1.5, white",D15_white,Nyblom,1016,100,111,1,1.0,0.009009,0.017857,0.0,,,0.3404
"D=1.5, white",D15_white,Nyblom,1017,25,110,1,1.0,0.009091,0.018018,1.0,0.622,0.9118,0.3248
"D=1.5, white",D15_white,Nyblom,1017,50,110,1,1.0,0.009091,0.018018,1.0,0.7514,0.995,0.3248
"D=1.5, white",D15_white,Nyblom,1017,100,110,1,1.0,0.009091,0.018018,1.0,,,0.3248
"D=1.5, white",D15_white,Nyblom,1018,25,117,1,1.0,0.008547,0.016949,0.0,0.4735,0.9076,0.3189
"D=1.5, white",D15_white,Nyblom,1018,50,117,1,1.0,0.008547,0.016949,0.0,0.3192,0.9977,0.3189
"D=1.5, white",D15_white,Nyblom,1018,100,117,1,1.0,0.008547,0.016949,0.0,,,0.3189
"D=1.5, white",D15_white,Nyblom,1019,25,111,1,1.0,0.009009,0.017857,5.0,0.5539,0.8382,0.3342
"D=1.5, white",D15_white,Nyblom,1019,50,111,1,1.0,0.009009,0.017857,5.0,0.6735,0.9702,0.3342
"D=1.5, white",D15_white,Nyblom,1019,100,111,1,1.0,0.009009,0.017857,5.0,0.9998,1.0,0.3342
"D=1.5, white",D15_white,Nyblom,1020,25,119,1,1.0,0.008403,0.016667,3.0,0.4804,0.8459,0.4861
"D=1.5, white",D15_white,Nyblom,1020,50,119,1,1.0,0.008403,0.016667,3.0,0.5494,0.9661,0.4861
"D=1.5, white",D15_white,Nyblom,1020,100,119,1,1.0,0.008403,0.016667,3.0,,,0.4861
"D=1.5, white",D15_white,Nyblom,1021,25,117,1,1.0,0.008547,0.016949,1.0,0.3943,0.8297,0.2915
"D=1.5, white",D15_white,Nyblom,1021,50,117,1,1.0,0.008547,0.016949,1.0,0.319,0.9548,0.2915
"D=1.5, white",D15_white,Nyblom,1021,100,117,1,1.0,0.008547,0.016949,1.0,,,0.2915
"D=1.5, white",D15_white,Nyblom,1022,25,124,1,1.0,0.008065,0.016,4.0,0.5564,0.8892,0.2925
"D=1.5, white",D15_white,Nyblom,1022,50,124,1,1.0,0.008065,0.016,4.0,0.9425,1.0,0.2925
"D=1.5, white",D15_white,Nyblom,1022,100,124,1,1.0,0.008065,0.016,4.0,,,0.2925
"D=1.5, white",D15_white,Nyblom,1023,25,115,1,1.0,0.008696,0.017241,1.0,0.6305,0.883,0.2973
"D=1.5, white",D15_white,Nyblom,1023,50,115,1,1.0,0.008696,0.017241,1.0,0.5326,0.9528,0.2973
"D=1.5, white",D15_white,Nyblom,1023,100,115,1,1.0,0.008696,0.017241,1.0,0.4336,0.9963,0.2973
"D=1.5, white",D15_white,Nyblom,1024,25,101,1,1.0,0.009901,0.019608,1.0,0.428,0.8107,0.3352
"D=1.5, white",D15_white,Nyblom,1024,50,101,1,1.0,0.009901,0.019608,1.0,0.4744,0.9948,0.3352
"D=1.5, white",D15_white,Nyblom,1024,100,101,1,1.0,0.009901,0.019608,1.0,,,0.3352
"D=1.5, white",D15_white,Nyblom,1025,25,103,1,1.0,0.009709,0.019231,1.0,0.5828,0.8662,0.2945
"D=1.5, white",D15_white,Nyblom,1025,50,103,1,1.0,0.009709,0.019231,1.0,0.9601,0.9974,0.2945
"D=1.5, white",D15_white,Nyblom,1025,100,103,1,1.0,0.009709,0.019231,1.0,0.9973,1.0,0.2945
"D=1.5, white",D15_white,Nyblom,1026,25,100,1,1.0,0.01,0.019802,3.0,0.3834,0.8099,0.2973
"D=1.5, white",D15_white,Nyblom,1026,50,100,1,1.0,0.01,0.019802,3.0,0.2867,0.9852,0.2973
"D=1.5, white",D15_white,Nyblom,1026,100,100,1,1.0,0.01,0.019802,3.0,,,0.2973
"D=1.5, white",D15_white,Nyblom,1027,25,106,1,1.0,0.009434,0.018692,1.0,0.5267,0.8514,0.3931
"D=1.5, white",D15_white,Nyblom,1027,50,106,1,1.0,0.009434,0.018692,1.0,0.4667,0.9575,0.3931
"D=1.5, white",D15_white,Nyblom,1027,100,106,1,1.0,0.009434,0.018692,1.0,,,0.3931
"D=1.5, white",D15_white,Nyblom,1028,25,122,1,1.0,0.008197,0.01626,6.0,0.5691,0.8541,0.3098
"D=1.5, white",D15_white,Nyblom,1028,50,122,1,1.0,0.008197,0.01626,6.0,0.5333,0.9751,0.3098
"D=1.5, white",D15_white,Nyblom,1028,100,122,1,1.0,0.008197,0.01626,6.0,,,0.3098
"D=1.5, white",D15_white,Nyblom,1029,25,111,1,1.0,0.009009,0.017857,11.0,0.53,0.8135,0.3068
"D=1.5, white",D15_white,Nyblom,1029,50,111,1,1.0,0.009009,0.017857,11.0,0.5711,0.9903,0.3068
"D=1.5, white",D15_white,Nyblom,1029,100,111,1,1.0,0.009009,0.017857,11.0,,,0.3068
"D=1.5, white",D15_white,Nyblom,1030,25,127,1,1.0,0.007874,0.015625,1.0,0.5438,0.9247,0.3293
"D=1.5, white",D15_white,Nyblom,1030,50,127,1,1.0,0.007874,0.015625,1.0,,,0.3293
"D=1.5, white",D15_white,Nyblom,1030,100,127,1,1.0,0.007874,0.015625,1.0,,,0.3293
"D=1.5, white",D15_white,Nyblom,1031,25,154,1,1.0,0.006494,0.012903,1.0,0.3649,0.9115,0.3367
"D=1.5, white",D15_white,Nyblom,1031,50,154,1,1.0,0.006494,0.012903,1.0,,,0.3367
"D=1.5, white",D15_white,Nyblom,1031,100,154,1,1.0,0.006494,0.012903,1.0,,,0.3367
"D=1.5, white",D15_white,Nyblom,1032,25,112,1,1.0,0.008929,0.017699,2.0,0.4659,0.8994,0.342
"D=1.5, white",D15_white,Nyblom,1032,50,112,1,1.0,0.008929,0.017699,2.0,,,0.342
"D=1.5, white",D15_white,Nyblom,1032,100,112,1,1.0,0.008929,0.017699,2.0,,,0.342
"D=1.5, white",D15_white,Nyblom,1033,25,101,1,1.0,0.009901,0.019608,3.0,0.6851,0.8626,0.3425
"D=1.5, white",D15_white,Nyblom,1033,50,101,1,1.0,0.009901,0.019608,3.0,0.8359,0.9925,0.3425
"D=1.5, white",D15_white,Nyblom,1033,100,101,1,1.0,0.009901,0.019608,3.0,,,0.3425
"D=1.5, white",D15_white,Nyblom,1034,25,125,1,1.0,0.008,0.015873,1.0,0.5437,0.9138,0.6119
"D=1.5, white",D15_white,Nyblom,1034,50,125,1,1.0,0.008,0.015873,1.0,0.42,0.9829,0.6119
"D=1.5, white",D15_white,Nyblom,1034,100,125,1,1.0,0.008,0.015873,1.0,,,0.6119
"D=1.5, white",D15_white,Nyblom,1035,25,107,1,1.0,0.009346,0.018519,4.0,0.5779,0.8804,0.4517
"D=1.5, white",D15_white,Nyblom,1035,50,107,1,1.0,0.009346,0.018519,4.0,0.7881,0.9987,0.4517
"D=1.5, white",D15_white,Nyblom,1035,100,107,1,1.0,0.009346,0.018519,4.0,,,0.4517
"D=1.5, white",D15_white,Nyblom,1036,25,116,1,1.0,0.008621,0.017094,1.0,0.3648,0.8124,0.3001
"D=1.5, white",D15_white,Nyblom,1036,50,116,1,1.0,0.008621,0.017094,1.0,0.5433,0.9826,0.3001
