D,alpha,dt,noise_type,mean_cp,std_cp,h1_n,h1_ov_mean,h1_p_halfnorm,h2_n,h2_mean,h2_median,h2_cv,h2_skewness,h2_gamma_shape,h2_p_gamma,h2_p_beta,h3_disp_index,h3_disp_p,h4_n,h4_mean,h4_gamma_shape,h4_p_expon,h4_p_beta,h4_p_gamma
1.2,1.0954,2.6,white,537.6333333333333,29.088924963902596,16129,0.6351296364385393,5.075219905185109e-258,16099,18.56115286663768,4.0,1.5605483011472252,2.691822456314766,0.6074765024481174,0.0,0.0,1.6281424976643057,0.035394330775058824,14482,19.526791879574645,0.5481613763476558,0.0,0.0,0.0
1.2,1.0954,2.8,white,677.8333333333334,29.987867917246504,20335,0.6449450659057356,0.0,20305,14.734794385619306,4.0,1.5425927759275144,2.813672416760893,0.6578715320307451,0.0,7.815984519818967e-217,1.37243414191601,0.1745009252648395,17913,15.572377602858259,0.589942134243042,0.0,0.0,0.0
1.2,1.0954,3.0,white,847.5,32.37051127183505,25425,0.658571224310917,0.0,25395,11.782949399488087,3.0,1.4947361240161838,2.810215377073094,0.7192067019455979,0.0,0.0,1.2790357033872446,0.2877693976087037,21968,12.46781682447196,0.638702547172626,0.0,0.0,0.0
1.3,1.1402,0.2,white,879.7,23.46792136797235,26391,0.5955242430833863,3.63159363491449e-260,26361,11.354728576305906,8.0,0.9173528160662584,2.3675467749565677,1.5559818778365369,1.5583115858848266e-259,0.0,0.6476463371133574,0.14648688095485732,25642,10.656384057405818,1.33929906255982,4.9375829568557614e-225,8.255551829540463e-210,4.299700463255578e-159
1.3,1.1402,0.4,white,779.9666666666667,22.97459950080136,23399,0.5938990681454395,1.753316910292345e-241,23369,12.81201591852454,8.0,1.0874130629697936,2.7314730910994935,1.2680501440751861,4.979990103790688e-265,0.0,0.7000726526774648,0.23342351452331708,22695,12.172196519057062,1.1028926549827078,1.9173223584667262e-207,5.501456555148086e-268,5.596934157208673e-286
1.3,1.1402,0.6,white,646.7666666666667,22.501382673565242,19403,0.6003181677912409,1.2838510416403892e-181,19373,15.443348990863573,8.0,1.2651668725866072,2.8105641331199918,1.001798225811704,0.0,0.0,0.8098303319607525,0.49221774875556734,18776,14.912494674051981,0.8832088231293097,0.0,0.0,7.677103114975916e-294
1.3,1.1402,0.8,white,518.7666666666667,19.00821459848931,15563,0.5974034553914022,1.4698076943358174e-161,15533,19.239554496877616,8.0,1.4014544098170478,2.7668147981293667,0.8119037878232384,0.0,0.0,0.7204997706762503,0.27407192248271794,15031,18.85929079901537,0.722889100219348,0.0,0.0,0.0
1.3,1.1402,1.0,white,418.53333333333336,21.25046404722076,12556,0.6013854881594975,3.0290933260242473e-139,12526,23.818377774229603,7.0,1.5094830519292863,2.915521232721703,0.6868555384266452,0.0,0.0,1.1161692170798956,0.6078322609160216,12086,23.66084726129406,0.6177751007426806,0.0,0.0,0.0
1.3,1.1402,1.2,white,351.3333333333333,21.830152440043925,10540,0.6007449891923439,1.0743325478027751e-115,10510,28.370313986679353,7.0,1.5618372474018467,2.810598283476348,0.6084287016494487,7.35777881641874e-309,2.089058855311977e-262,1.4031930903618404,0.1464676944589398,10080,28.550694444444446,0.5531232437392719,0.0,0.0,9.306688466798178e-230
1.3,1.1402,1.4,white,314.23333333333335,20.036106297271324,9427,0.6075515240186445,7.968245956763444e-109,9397,31.70501223794828,6.0,1.5977327956365661,2.8690344916199573,0.5618748739455859,4.128657740863671e-237,0.0,1.32159278375027,0.23050478474479896,8935,32.30621152770006,0.5158288315165992,0.0,0.0,5.825186420317532e-171
1.3,1.1402,1.6,white,301.3666666666667,21.07049015935689,9041,0.6107857883712244,1.0237768852916365e-92,9011,33.02674508933526,6.0,1.6137859660741232,2.8964356934903774,0.5395020015618239,2.6190571379271575e-211,0.0,1.5239731643966756,0.07033326024514741,8544,33.789794007490634,0.4940183174194197,0.0,0.0,1.709818923822819e-162
1.3,1.1402,1.8,white,313.23333333333335,20.397194796234984,9397,0.6173081139090472,2.989201696630109e-135,9367,31.804740044838262,6.0,1.6133447390631477,2.8636897900147478,0.5362198988945933,1.0906328314967092e-210,0.0,1.374029862795536,0.17294393358460436,8810,32.76367763904654,0.4913964779915598,0.0,0.0,4.704916625646926e-143
1.3,1.1402,2.0,white,351.53333333333336,18.584461849142208,10546,0.6207072769443588,1.4080224744875752e-142,10516,28.340813997717763,5.0,1.6210177850456493,2.9805115326692544,0.5449316043258902,5.03540110031533e-276,0.0,1.016381435680794,0.8810790757085356,9749,29.500974458918865,0.5010263761490217,0.0,0.0,8.2731066214789975e-165
1.3,1.1402,2.2,white,413.2,17.238329385413195,12396,0.6299433690129022,5.906959121049519e-166,12366,24.123241145075205,5.0,1.5908452063539054,2.7159756805964395,0.5673330510347545,0.0,0.0,0.7439663517708717,0.3252929882822665,11349,25.202837254383645,0.5181671911938526,0.0,0.0,1.2139042530294334e-235
1.3,1.1402,2.4,white,504.8,19.275891678467175,15144,0.6390746019820145,6.88150839352347e-251,15114,19.770477702792114,4.0,1.5733033904752152,2.78541508563288,0.5987313028063573,0.0,0.0,0.7614350510956883,0.36641122354457256,13660,20.77386530014641,0.5431761436954521,0.0,0.0,0.0
1.3,1.1402,2.6,white,622.5,25.11938162720837,18675,0.6508791885360705,1.90524477369115e-309,18645,16.030839367122553,4.0,1.5581483523805786,2.844908930252584,0.642491893457944,0.0,1.1971692793640136e-303,1.0485805290126022,0.7876162437055925,16586,16.901061135897745,0.5792742321991606,0.0,0.0,0.0
1.3,1.1402,2.8,white,761.1333333333333,30.298221436616082,22834,0.6546967967230496,0.0,22804,13.118663392387301,4.0,1.513583229677604,2.7787617067578125,0.6904894639207683,0.0,0.0,1.2476615331643979,0.3366340786263,19871,13.910573197121433,0.6197796969574095,0.0,0.0,0.0
1.3,1.1402,3.0,white,950.9,32.46469877677393,28527,0.6666157028239866,0.0,28497,10.500087728532828,3.0,1.4815913316688003,2.8224451174200422,0.7548488084566695,0.0,0.0,1.1465979598275318,0.535435089114018,24315,11.136500102817191,0.6693445382372251,0.0,0.0,0.0
1.4,1.1832,0.2,white,949.5333333333333,22.231709086097922,28486,0.6056081947898656,1.7605600811667466e-262,28456,10.520171492831038,8.0,0.8988044868878047,2.2714006491902152,1.5837053469193292,8.941268854728428e-155,1.0110170563332003e-289,0.5384665667587466,0.040803165361391676,27510,9.857869865503453,1.364566154930233,8.186048751339016e-76,3.7595069525570565e-74,1.141218082733314e-76
1.4,1.1832,0.4,white,848.6,21.149625686206996,25458,0.6088820623448419,1.3961150182221262e-271,25428,11.778039955954066,8.0,1.0652969460069883,2.7566686848413573,1.3066019632037245,1.042162925476215e-199,9.092467709535456e-118,0.5452875730411957,0.04484532786294757,24556,11.169490144974752,1.1342243086701533,2.8378997446046528e-123,0.0,4.438315641686156e-169
1.4,1.1832,0.6,white,726.7666666666667,20.975673741000286,21803,0.6068932232349267,3.9934178854764236e-232,21773,13.749322555458596,7.0,1.227460852915016,2.8643165880436237,1.0550779209338061,0.0,0.0,0.6262678182534198,0.11818156065902992,20943,13.263190564866543,0.9290689254414678,0.0,0.0,0.0
1.4,1.1832,0.8,white,600.3333333333334,24.81173557456677,18010,0.6135585077618766,3.489826825617502e-198,17980,16.623081201334816,7.0,1.3603457224987285,2.835278996974725,0.8724189978201051,0.0,8.189431347243027e-212,1.06082827547914,0.7532654753335446,17283,16.261875831742174,0.7753253486914218,0.0,2.8750897114304575e-189,0.0
1.4,1.1832,1.0,white,498.1,21.926163975184227,14943,0.612106576639649,3.0111104782322986e-169,14913,20.032521960705424,7.0,1.4547058610467778,2.7226129527083636,0.7398549323769588,0.0,0.0,0.9984631253937375,0.9347786878991833,14284,19.880145617474096,0.6632966683455473,0.0,0.0,0.0
1.4,1.1832,1.2,white,424.9,20.479827473231637,12747,0.6186457121351376,4.762255813005254e-159,12717,23.468742627978298,7.0,1.5271316987914052,2.825627074444495,0.6536972077649799,0.0,2.2577184166195578e-60,1.0211489924607007,0.8669780563299185,12102,23.621219633118493,0.5920896287226547,0.0,1.3872867834735037e-133,8.560195187423999e-308
1.4,1.1832,1.4,white,386.0,24.153674668671016,11580,0.6216832730911884,1.1350774277294596e-146,11550,25.80917748917749,6.0,1.566010145575013,2.7912250443313775,0.6057645084288311,0.0,0.0,1.5635161693764517,0.054497600494316734,10905,26.287391104997706,0.5534138267005128,0.0,0.0,3.97864125245467e-250
1.4,1.1832,1.6,white,371.2,18.96558286300037,11136,0.620974082795843,2.277021630892261e-137,11106,26.834143706104808,6.0,1.575342219727105,2.7060537772529263,0.5800545381804552,3.125948710308332e-297,1.7132569849858305e-107,1.002415279429251,0.9228451960575801,10429,27.521814172020328,0.5304489617193408,0.0,0.0,2.7833178963405482e-229
1.4,1.1832,1.8,white,386.26666666666665,18.985842678749403,11588,0.626969868833384,5.3055546399484476e-170,11558,25.799878871777125,5.0,1.5878597700334098,2.8969382644204185,0.5768897220801623,0.0,0.0,0.9653744063418759,0.9637309644166406,10780,26.599072356215213,0.5265434341192304,0.0,0.0,3.6203046982225226e-213
1.4,1.1832,2.0,white,427.6,20.60032362205345,12828,0.6257506129578906,2.8812250854223734e-175,12798,23.34708548210658,5.0,1.5804281958732986,2.809485111182988,0.5839822583429994,0.0,0.0,1.0266765588206832,0.850736744862647,11768,24.31050305914344,0.5343066050594657,0.0,1.4407678811315543e-305,1.51610919485995e-269
1.4,1.1832,2.2,white,494.7,21.608871634894157,14841,0.6413847792983217,2.3307786483133886e-228,14811,20.178651002633178,4.0,1.5723497677538634,2.7531515549452674,0.6038748530553705,0.0,1.3537798504625475e-184,0.9764399183064623,0.9979425772081724,13443,21.1365022688388,0.5502265277257352,0.0,0.0,2.809790783746249e-268
1.4,1.1832,2.4,white,585.8666666666667,22.591640538531554,17576,0.6512179730836203,4.054013981914332e-298,17546,17.034252821155818,4.0,1.5581841053989216,2.8161615248864487,0.6339729827782632,0.0,1.213067722635224e-219,0.9011975577982516,0.763436998842086,15682,17.94484121923224,0.5750335770409248,0.0,0.0,0.0
1.4,1.1832,2.6,white,707.0333333333333,23.553461646975705,21211,0.660402837093646,0.0,21181,14.124026249940984,4.0,1.5297918640345198,2.863491455904444,0.676691239191781,0.0,0.0,0.8116949728426534,0.49737557612865346,18615,14.936663980660757,0.6099160233916953,0.0,0.0,0.0
1.4,1.1832,2.8,white,850.5333333333333,27.43566211257814,25516,0.6625050807169176,0.0,25486,11.748136231656595,3.0,1.4925077691414443,2.7955246354019585,0.7248552348656572,0.0,0.0,0.9155094031601537,0.8080362750626996,21987,12.46145449583845,0.6486976872700275,0.0,0.0,0.0
1.4,1.1832,3.0,white,1050.1,31.29041386750901,31503,0.6739256518561741,0.0,31473,9.51501286817272,3.0,1.4362668166671881,2.750833237410578,0.7948945820253793,0.0,0.0,0.9645288297666234,0.9611078624824404,26515,10.109598340561947,0.7056384905121411,0.0,0.0,0.0
1.5,1.2247,0.2,white,1007.3666666666667,21.094206682299184,30221,0.6217029134320855,0.0,30191,9.917094498360438,7.0,0.89832405394478,2.27486714345624,1.5857550996988632,4.669672153029317e-115,0.0,0.45694304827996973,0.010882219666078156,28986,9.296453460291175,1.3755280419894138,6.355816820332559e-99,9.451139643812732e-173,1.2693181094158567e-213
1.5,1.2247,0.4,white,920.7666666666667,21.325545453490488,27623,0.6219668776174506,0.0,27593,10.854202152719893,7.0,1.0466546441973,2.7775532630455464,1.3429428711068216,0.0,1.0669407981518013e-93,0.5109447774031385,0.02722695480989813,26493,10.271467934926207,1.1636507336370807,8.171106631635208e-182,2.0165756710653738e-209,2.1381284975634045e-295
1.5,1.2247,0.6,white,801.5,21.67140973725521,24045,0.6208087939040396,2.4098625594971455e-268,24015,12.471288777847178,7.0,1.2051736840220213,2.9435315246092997,1.1027668974143803,0.0,1.7722980640310723e-224,0.6061694667326349,0.09518699722468033,22970,12.000783630822813,0.968748278587788,0.0,0.0,0.0
1.5,1.2247,0.8,white,679.3333333333334,24.137568689124887,20380,0.6305694181759913,1.1113582756063526e-258,20350,14.696412776412776,7.0,1.3297342930078693,2.913705750503871,0.9216958865065014,0.0,0.0,0.8872119386822778,0.7201485427062542,19385,14.386020118648439,0.8205916151666859,0.0,0.0,0.0
1.5,1.2247,1.0,white,576.3,23.83296037004216,17289,0.6258696401454116,3.9185030199439644e-213,17259,17.321165768584507,7.0,1.427078720517022,2.8290945815373534,0.7860998745493786,0.0,0.0,1.0196018596636092,0.871544792589926,16382,17.203332926382615,0.7044556544869537,0.0,1.0936966538576563e-29,0.0
1.5,1.2247,1.2,white,504.43333333333334,22.873104050147827,15133,0.6256894344599033,4.4056383432804624e-191,15103,19.779050519764287,6.0,1.4900491620901821,2.73356408417882,0.699517954770258,0.0,1.9833582534124267e-121,1.0729258049888688,0.7200604342759878,14255,19.90501578393546,0.6316713810416915,0.0,0.0,0.0
1.5,1.2247,1.4,white,461.6333333333333,23.472655485810623,13849,0.6289129755399896,1.2021574455985597e-179,13819,21.60221434257182,6.0,1.5331426747174295,2.7523038646830265,0.647142293138431,0.0,0.0,1.23466900386185,0.35860521540691215,12949,21.995366437562748,0.5886213568988722,0.0,0.0,0.0
1.5,1.2247,1.6,white,446.5,23.019918910948984,13395,0.6303604236782954,5.159354078742022e-175,13365,22.30677141788253,5.0,1.5518003629800163,2.744999584935013,0.6190253600992524,0.0,0.0,1.227748387844152,0.3707326907128461,12408,22.95921985815603,0.5662508755289832,0.0,0.0,9.5258899040536e-311
1.5,1.2247,1.8,white,462.1333333333333,22.390077167253253,13864,0.6346722576946418,2.3580372751580163e-189,13834,21.560936822321814,5.0,1.5735132517500314,3.0133612694941987,0.6133710229014807,0.0,0.0,1.122191933462005,0.5930562330175504,12760,22.299529780564264,0.559675457916054,0.0,0.0,0.0
1.5,1.2247,2.0,white,503.06666666666666,18.346540697241963,15092,0.6407021296620764,4.3390330225923703e-225,15062,19.846301951932013,5.0,1.558088972864702,2.7299003098470522,0.6191146753202739,0.0,0.0,0.6921593536653354,0.21868943300166668,13743,20.66157316452012,0.5637769360925464,0.0,0.0,0.0
1.5,1.2247,2.2,white,569.8,22.834768811325123,17094,0.646094093863688,6.637223469547691e-267,17064,17.516760431317394,4.0,1.5352774201457766,2.6899247601856593,0.6395245259702249,0.0,0.0,0.946660050108326,0.9054577065310498,15373,18.338775775710662,0.5803097477430552,0.0,0.0,0.0
1.5,1.2247,2.4,white,670.4666666666667,23.29768705735018,20114,0.6558435236345731,0.0,20084,14.897679745070704,4.0,1.5282786280701735,2.8166104834399723,0.6686323154990487,0.0,0.0,0.8374746702416912,0.5706619983846308,17724,15.752538930264048,0.60679556636457,0.0,0.0,0.0
1.5,1.2247,2.6,white,791.8,29.268185230155055,23754,0.662192666249923,0.0,23724,12.613176530096105,4.0,1.4937200377702053,2.7183637388703197,0.7079482802284571,0.0,0.0,1.1191784759300065,0.600422282162125,20592,13.382770007770008,0.6379810425344541,0.0,0.0,0.0
1.5,1.2247,2.8,white,952.4333333333333,27.227049458621515,28573,0.6754619533986979,0.0,28543,10.488000560557754,3.0,1.4644428487785406,2.734018476362808,0.7594158981182272,0.0,0.0,0.8051741636968587,0.47942977331050457,24264,11.163864160896802,0.6789345547227111,0.0,0.0,0.0
1.5,1.2247,3.0,white,1130.9,35.52402942610349,33927,0.6753956590403203,0.0,33897,8.835206655456235,3.0,1.446596555260129,2.911100714458217,0.8148783100166594,0.0,0.0,1.15436591545946,0.5178686215376396,28111,9.450108498452563,0.7257654268227073,0.0,0.0,0.0
1.6,1.2649,0.2,white,1066.7,21.72425679587988,32001,0.6275139028464545,0.0,31971,9.3647055143724,7.0,0.8935396634678756,2.253824359682138,1.5906171776371674,1.6969866449434277e-277,3.994785070726873e-167,0.4576893610005721,0.011034765843478305,30508,8.774059263144093,1.380306020677586,9.476691204553482e-139,6.997407791482077e-212,2.770700799321057e-286
1.6,1.2649,0.4,white,989.4,18.75206655278292,29682,0.6266193451574462,0.0,29652,10.102657493592337,7.0,1.0265069103009927,2.770866323203622,1.378126241802068,0.0,0.0,0.3676627423098638,0.0015014971284220441,28259,9.558016914965144,1.199777966621595,1.161143322226306e-230,0.0,3.70425635666847e-247
1.6,1.2649,0.6,white,879.1333333333333,24.58960936836714,26374,0.6328998298998469,0.0,26344,11.370293045854844,7.0,1.1756518107064728,2.910905583514871,1.1503304540637946,0.0,1.8256918457973192e-249,0.7114948630181762,0.25569205539169076,25058,10.909609705483279,1.0066887984022888,0.0,0.0,0.0
1.6,1.2649,0.8,white,758.4666666666667,30.7925676458171,22754,0.6335726002671795,0.0,22724,13.174353106847386,7.0,1.2858401503889691,2.88267226327353,0.9756968864674579,0.0,0.0,1.293238324144599,0.2675382098690806,21511,12.867323694853797,0.8665021400776363,0.0,0.0,0.0
1.6,1.2649,1.0,white,655.1,22.801096464863264,19653,0.6362139037350346,3.484060540441914e-254,19623,15.24145135810019,6.0,1.3938749156906238,2.794169585074804,0.8312619355321895,0.0,0.0,0.8209696861232032,0.5233301135900481,18454,15.150590657851955,0.7460068015312004,0.0,0.0,0.0
1.6,1.2649,1.2,white,584.5,27.79898079666471,17535,0.6313461716151687,4.36302945270039e-225,17505,17.07826335332762,6.0,1.463277490669564,2.821359921499001,0.7469033122158494,0.0,0.0,1.3677177664375681,0.17917103599757445,16428,17.139883126369615,0.6713478858540541,0.0,3.581739155871002e-251,0.0
1.6,1.2649,1.4,white,539.2,25.472076214291338,16176,0.6355272192959371,1.7518159898890575e-213,16146,18.507803790412485,6.0,1.4971592181217597,2.7045754068176944,0.6873562616536163,0.0,0.0,1.2448071216617207,0.34137254537632367,15013,18.836808099646973,0.6225166543202879,0.0,0.0,0.0
1.6,1.2649,1.6,white,526.8666666666667,26.130101841022782,15806,0.6396080028558577,5.7651557121392325e-217,15776,18.91518762677485,5.0,1.5167595319562306,2.7209031102060766,0.6621404053052562,0.0,0.0,1.3406170507053192,0.20804943960254674,14558,19.421898612446764,0.6017105803907099,0.0,0.0,0.0
1.6,1.2649,1.8,white,542.7333333333333,24.6562140015228,16282,0.639594598870953,9.290979340315116e-236,16252,18.39878168840758,5.0,1.5299506727821677,2.7351292185486153,0.6514060529280156,0.0,0.0,1.1587494546548127,0.5081226486569963,14827,19.0779658730694,0.5942116181577012,0.0,0.0,0.0
1.6,1.2649,2.0,white,585.1,22.073136010393572,17553,0.6497040778597992,8.945076076823936e-276,17523,17.06614164241283,4.0,1.5413100865245637,2.8178222301702154,0.6550625133015683,0.0,0.0,0.8614324695454358,0.6415900490394825,15852,17.76532929598789,0.5936475462775933,0.0,0.0,0.0
1.6,1.2649,2.2,white,658.0666666666667,24.11352778467353,19742,0.6549646063973562,0.0,19712,15.180296266233766,4.0,1.5330060408123343,2.821342841310089,0.6726917056184409,0.0,0.0,0.9140603439542513,0.8035110222274506,17566,15.917283388363884,0.6082842715759447,0.0,0.0,0.0
1.6,1.2649,2.4,white,755.7,23.703937788196008,22671,0.6637194224420087,0.0,22641,13.213992314827083,4.0,1.5054910147563203,2.85617271508568,0.70661374328123,0.0,0.0,0.7691567078707569,0.3853571807868216,19915,13.889932211900577,0.6356422542905807,0.0,0.0,0.0
1.6,1.2649,2.6,white,883.6,23.37605612587376,26508,0.6684438445570892,0.0,26478,11.30531006873631,3.0,1.4803198859380124,2.7971702519239248,0.7427468760781498,0.0,0.0,0.6397496136494903,0.13555927746100704,22694,12.026482770776417,0.6699696944403759,0.0,0.0,0.0
1.6,1.2649,2.8,white,1049.9666666666667,21.195099014211333,31499,0.6821392688235419,0.0,31469,9.510375289967905,3.0,1.4578895720989853,2.908963666039513,0.7963990411869822,0.0,0.0,0.4426073734141533,0.008266768480832116,26406,10.14451261077028,0.7140165200052877,0.0,0.0,0.0
1.6,1.2649,3.0,white,1238.2333333333333,29.19438682730333,37147,0.6837080673514151,0.0,37117,8.068243661933884,3.0,1.4094258978649814,2.8809749138105247,0.8617792209136279,0.0,7.2950807895683e-311,0.7120647418504115,0.2568338232471436,30516,8.599161095818587,0.7662868752259485,0.0,0.0,0.0
1.7,1.3038,0.2,white,1125.2,26.129676614914317,33756,0.6358284597456506,0.0,33726,8.88012216094408,6.0,0.888591851332287,2.248771578419475,1.5957254255110793,0.0,1.479411470897267e-218,0.6277136938107555,0.11996897516659324,31954,8.324810665331414,1.3905848321584453,6.871744165370096e-190,0.0,0.0
1.7,1.3038,0.4,white,1053.7,19.790822789026905,31611,0.6411293002966927,0.0,31581,9.487603305785123,6.0,1.006001999273942,2.759052891054019,1.4129515623410076,3.65137101883327e-236,0.0,0.3845333193704941,0.002304217200686163,29903,8.969802360967128,1.2342069597166698,7.486178348890218e-75,0.0,6.112605505926811e-148
1.7,1.3038,0.6,white,945.8666666666667,22.787033349887583,28376,0.6394582058943907,0.0,28346,10.568157764763988,6.0,1.1444831910875861,2.921908446501258,1.1951074426049895,0.0,0.0,0.567896133692387,0.060400906724329795,26782,10.132626390859533,1.0484587183425327,2.1421018552815394e-293,0.0,0.0
1.7,1.3038,0.8,white,837.3333333333334,27.01398814606158,25120,0.6428560992548658,0.0,25090,11.93941809485851,6.0,1.2573156773457699,2.865696428414918,1.0232291073789732,0.0,0.0,0.9015758840325059,0.7646126811261763,23629,11.62143975623175,0.9044372889023391,0.0,3.026841905368468e-255,0.0
1.7,1.3038,1.0,white,738.7333333333333,23.82985988675179,22162,0.6444541784911537,3.1470400834407e-303,22132,13.52417314296042,6.0,1.361041837276308,2.80759621829747,0.8813800807657319,0.0,0.0,0.7952039682712563,0.45250400888076325,20686,13.40670018369912,0.7880592827299701,0.0,0.0,0.0
1.7,1.3038,1.2,white,665.3,28.128455343299606,19959,0.638965059430766,1.5971017394509577e-286,19929,15.01174168297456,6.0,1.4313207222021018,2.8115459580967364,0.7871013417879257,0.0,0.0,1.2302616916402767,0.36629413384969367,18495,15.104731008380643,0.7086508432619733,0.0,0.0,0.0
1.7,1.3038,1.4,white,617.3,26.264234235933852,18519,0.6401101389809869,9.17103376961725e-276,18489,16.178863107793823,5.0,1.476103463211542,2.7678862820915247,0.7275833418502199,0.0,0.0,1.1559963578877985,0.5142295335551514,17073,16.444385872430153,0.656397295901179,0.0,0.0,0.0
1.7,1.3038,1.6,white,608.1333333333333,26.404208418777152,18244,0.6436754415089107,1.4084503094679057e-291,18214,16.417535961348413,5.0,1.4925695078040855,2.7532679679974654,0.7028782531632345,0.0,0.0,1.185961941195594,0.45033753628628315,16713,16.80901094956022,0.6348250179283321,0.0,0.0,0.0
1.7,1.3038,1.8,white,624.7333333333333,27.450480667720353,18742,0.646089325613161,6.355210881452606e-288,18712,15.984662248824284,5.0,1.5032316715871012,2.729525591914741,0.6909809983890388,0.0,0.0,1.2477526043295715,0.3364837119167372,16964,16.534602688045272,0.6266117885436583,0.0,0.0,0.0
1.7,1.3038,2.0,white,667.7333333333333,21.563755599513634,20032,0.6528913026057873,0.0,20002,14.957504249575042,4.0,1.5085432287869172,2.79901184475626,0.6927165925478829,0.0,0.0,0.7203922000661012,0.2738481181473952,17901,15.600692698731914,0.627931775066685,0.0,0.0,0.0
1.7,1.3038,2.2,white,741.0333333333333,23.65091024792821,22231,0.663481367066782,0.0,22201,13.483401648574388,4.0,1.509850508838096,2.858916060265186,0.7087151718085647,0.0,0.0,0.7808744856126658,0.414965762323103,19598,14.145474027962036,0.6403652905172972,0.0,0.0,0.0
1.7,1.3038,2.4,white,839.7,25.416726775885206,25191,0.6706652028175378,0.0,25161,11.89269106951234,4.0,1.4755082643652915,2.747851008877314,0.7379149375490872,0.0,0.0,0.7958630545391826,0.4542641228979668,21839,12.553230459270113,0.6652753917161692,0.0,0.0,0.0
1.7,1.3038,2.6,white,976.1,24.869459181896175,29283,0.6842241312933628,0.0,29253,10.225652069873176,3.0,1.4543115234764703,2.7675041926422095,0.7777862083547429,0.0,0.0,0.6554832920595333,0.15788680258237708,24859,10.859085240757874,0.6983511362914814,0.0,0.0,0.0
1.7,1.3038,2.8,white,1139.8333333333333,35.69601596194672,34195,0.6832201228570208,0.0,34165,8.762827454997804,3.0,1.4255783322956213,2.8337414051274963,0.8300123304355284,0.0,0.0,1.1564354538624824,0.5132523415394892,28407,9.338648924560848,0.7419334512577115,0.0,0.0,0.0
1.7,1.3038,3.0,white,1321.4333333333334,32.203191698270466,39643,0.6933258624226359,0.0,39613,7.5640824981697925,3.0,1.390421651284219,2.8213080431655597,0.8854205668379908,0.0,0.0,0.8118500722395657,0.4978055296821692,32079,8.107671685526357,0.789912658701932,0.0,0.0,0.0
1.8,1.3416,0.2,white,1184.6,25.94558408156065,35538,0.6466335253295827,0.0,35508,8.435028725920919,6.0,0.8865966300330702,2.223658498460084,1.5992147126776364,0.0,0.0,0.5878661209661926,0.07714252388562493,33380,7.916087477531456,1.4033399676108087,0.0,0.0,2.2459546166145686e-288
1.8,1.3416,0.4,white,1116.4333333333334,19.9761246380662,33493,0.6494263573030207,0.0,33463,8.953590532827302,6.0,0.9916741678239042,2.709637555966712,1.429457553122913,6.720681332660463e-220,0.0,0.3697540505118413,0.0015858717697164065,31411,8.478431122855051,1.2567052103621705,2.6230579104602832e-185,0.0,0.0
1.8,1.3416,0.6,white,1018.2333333333333,23.258952876019354,30547,0.6470017847142601,0.0,30517,9.818035848871121,6.0,1.120810450685735,2.918214017807045,1.2348721567181977,0.0,0.0,0.5496120731986774,0.047559035646577964,28611,9.410611303344867,1.0872665533606174,0.0,1.0625625222384255e-199,0.0
1.8,1.3416,0.8,white,910.8666666666667,23.752520334108173,27326,0.649814863320017,0.0,27296,10.974208675263775,6.0,1.2252763552753354,2.847874045219406,1.0649776659577619,0.0,9.32377789784137e-211,0.6407488636564393,0.13691123480084014,25516,10.675223389245962,0.9413798287008551,0.0,0.0,0.0
1.8,1.3416,1.0,white,817.4,27.555519713238336,24522,0.6470877175695844,0.0,24492,12.228891066470684,6.0,1.3178771442634858,2.80015441222512,0.9346631940805963,0.0,0.0,0.9609611636559992,0.9500284590458984,22800,12.067894736842105,0.8316777225066316,0.0,0.0,0.0
1.8,1.3416,1.2,white,742.2333333333333,26.577789390558593,22267,0.6478560160218135,0.0,22237,13.460493771641858,5.0,1.3987703352954652,2.856021887901023,0.8328700782851675,0.0,0.0,0.9845108657778713,0.9772612722706264,20519,13.509868901993274,0.7479369850539828,0.0,2.8395199007746093e-33,0.0
1.8,1.3416,1.4,white,701.7333333333333,24.532880430602155,21052,0.6444270655500259,0.0,21022,14.233517267624393,5.0,1.4383688494427667,2.75613162710241,0.7735306430254252,0.0,0.0,0.8872545486709429,0.7202798452142891,19296,14.422989220563847,0.6941912730310013,0.0,0.0,0.0
1.8,1.3416,1.6,white,685.6333333333333,28.277769046058463,20569,0.648727115734041,0.0,20539,14.563805443302984,5.0,1.461880243714496,2.752363910491717,0.739595074689301,0.0,0.0,1.2064841467155962,0.409865588277178,18639,14.952143355330222,0.6693310321029523,0.0,0.0,0.0
1.8,1.3416,1.8,white,702.1666666666666,29.442693868296463,21065,0.6539016184181288,0.0,21035,14.221155217494651,5.0,1.4726670585429822,2.7453922321630033,0.7292124664891221,0.0,0.0,1.2771389050312252,0.2905588974742912,18931,14.69563150388252,0.6596102541635249,0.0,0.0,0.0
1.8,1.3416,2.0,white,748.6333333333333,24.58655911039381,22459,0.6642671123917891,0.0,22429,13.342592179767266,4.0,1.4857668230531764,2.8217550970409775,0.7278372728267145,0.0,1.3365941402733666e-295,0.8353136980643655,0.564387271367136,19889,13.923374729750114,0.6590423828938817,0.0,0.0,0.0
1.8,1.3416,2.2,white,822.7,30.89784242737131,24681,0.6690064465982115,0.0,24651,12.139710356577826,4.0,1.4805801660956386,2.859834259098272,0.7444646146406314,0.0,0.0,1.2004333921528356,0.42152094644701443,21613,12.709295331513442,0.6694080633697814,0.0,0.0,0.0
