D,alpha,dt,noise_type,mean_cp,std_cp,h1_n,h1_ov_mean,h1_p_halfnorm,h2_n,h2_mean,h2_median,h2_cv,h2_skewness,h2_gamma_shape,h2_p_gamma,h2_p_beta,h3_disp_index,h3_disp_p,h4_n,h4_mean,h4_gamma_shape,h4_p_expon,h4_p_beta,h4_p_gamma
0.6,0.7746,0.6,white,93.3,14.521593117377538,2799,0.45046884248893265,1.4143537286611006e-12,2769,106.11881545684362,15.0,1.639793506174705,2.557053726368985,0.4706706593727611,1.5357615219472461e-43,0.0,2.338138004952508,0.00012031341622664726,2790,104.4068100358423,0.4419729552573114,5.367845380651102e-214,0.0,6.367493107471396e-39
0.6,0.7746,0.8,white,40.6,6.478682993736716,1218,0.4445329258039655,0.0003669631810000419,1188,240.2516835016835,13.0,1.6702852138712645,2.4645313976236087,0.3588624101378655,5.956265021998932e-09,1.1080675330995887e-06,1.069475114659419,0.7294559224862069,1213,234.4830997526793,0.33799831748821735,1.2205278658242616e-67,6.554637072163817e-155,3.3353625716866796e-09
0.6,0.7746,1.0,white,20.466666666666665,5.9089386149760905,614,0.473869304842079,0.12807816249656787,584,461.55479452054794,13.0,1.8315471116383015,3.2854695738091007,0.30330962741517,0.0026262763731312857,6.054642974673032e-60,1.764798382567674,0.013440915668260223,611,440.4860883797054,0.2844106555684727,1.2584134290872055e-41,4.717665204805731e-30,0.0007462635809242608
0.6,0.7746,1.2,white,11.266666666666667,4.523518787649967,338,0.47818677163840123,0.004467833715697147,308,749.0487012987013,11.5,1.7682365516348773,2.612240261613247,0.2738352693951025,0.4894397611350719,2.400288683552893e-08,1.8788002448479901,0.0056877048798189556,336,686.1547619047619,0.25207881895277356,6.080100495494843e-18,,0.2654286330364198
0.6,0.7746,1.4,white,9.0,3.966526608171604,270,0.4902828669825284,0.009871458008384204,240,1009.2,10.5,1.6259310437255432,2.2670991447388382,0.2578413768493228,0.00016102499351122634,0.0011720827524040014,1.8084291187739463,0.0097227442857164,265,913.5547169811321,0.2358625436239033,7.74615059413515e-19,1.9269375980963972e-07,0.0003165577806403587
0.6,0.7746,1.6,white,10.266666666666667,4.603863112165213,308,0.5148394067892181,0.006078042507038586,278,902.4028776978417,10.0,1.6618198216096796,2.1716542207079197,0.2582339212143527,0.24183848113989498,5.625378173830345e-11,2.1356918943125844,0.0007053805957459858,304,824.6677631578947,0.23501728992572038,2.4328352152440456e-16,5.093948785883617e-06,0.26876280190358515
0.6,0.7746,1.8,white,13.733333333333333,5.202136313306507,412,0.5198666819292495,0.0016515072834176318,382,675.3795811518324,8.5,1.718008093948335,2.5464163560728115,0.26768663193833386,0.09714266773385204,3.3588622578708897e-31,2.038500167392032,0.0015890148703681106,406,634.7610837438424,0.24467905589406608,4.6663434705611786e-21,5.0828457231459975e-20,0.07688611056478109
0.6,0.7746,2.0,white,19.666666666666668,5.711586664161039,590,0.5335791315956336,1.0582049650869136e-05,560,476.8589285714286,6.0,1.7175455738093415,2.6664999273440326,0.27785855414860644,0.030083930501006266,4.59442190741055e-31,1.715955581531268,0.01915607205707137,579,460.40759930915374,0.25634893800837066,4.259700976671715e-40,4.1757443406319728e-53,0.020527468419477942
0.6,0.7746,2.2,white,29.066666666666666,8.286267086102294,872,0.557768547469984,4.2022250259399023e-07,842,331.09263657957246,6.0,1.7586396760376652,2.992187571625963,0.2949970687933522,0.05061066496732461,2.388083233634152e-62,2.4436887061056622,4.6106819088675977e-05,843,329.8054567022539,0.27594464681226794,1.181913455634356e-53,2.2566802627843127e-131,0.08983845221395725
0.6,0.7746,2.4,white,51.2,9.328808426946427,1536,0.5592786534520099,1.2483220126261967e-27,1506,192.9422310756972,6.0,1.6864496668793363,2.448513415821437,0.3249851560126914,4.11092131554969e-08,8.264370059816872e-173,1.7583512931034484,0.014091564337067153,1485,194.70572390572391,0.30189689879488507,2.7291541472487872e-98,0.0,9.720379564830784e-06
0.6,0.7746,2.6,white,87.5,13.5,2625,0.5742505582211048,2.337796363687454e-50,2595,113.04932562620424,5.0,1.7195581925737389,2.6074850723079837,0.3612254115508434,1.0103529341391102e-14,0.0,2.1546798029556653,0.00060012194242276,2536,114.68296529968454,0.3315647801203091,5.6025470719201695e-146,0.0,1.0718010211842277e-09
0.6,0.7746,2.8,white,144.96666666666667,17.284836000250493,4349,0.590310740383887,3.023681438085141e-103,4319,68.08057420699235,5.0,1.654834236782343,2.49086617867261,0.41147750304284875,8.786151953976659e-51,0.0,2.131992293115341,0.0007278649387427727,4186,69.22766364070712,0.3723575253486694,7.711234643151316e-305,0.0,1.6436431049565517e-38
0.6,0.7746,3.0,white,236.23333333333332,18.828494953719012,7087,0.5895066567308589,1.6406524882521813e-152,7057,42.27745500921071,4.0,1.6517975364244093,2.728398786009692,0.46190070231139724,4.528814773738487e-130,1.397056042787479e-199,1.5524345207105776,0.058577435759691765,6724,43.3313503866746,0.41406790537135113,0.0,2.607872390800636e-257,1.2785875167245517e-86
0.7,0.8367,0.2,white,459.03333333333336,16.287998308229557,13771,0.47378373909826543,4.390904896448508e-56,13741,21.75394803871625,14.0,1.070793640573853,2.806967639837489,1.3208677513681468,1.2602844302856112e-114,1.1321827139175728e-73,0.5978806036673769,0.08668330594307071,13724,20.805741766248907,1.1699084792298318,1.1160807564512071e-69,2.402771901088436e-37,2.322153712446655e-112
0.7,0.8367,0.4,white,291.6666666666667,17.25752653836065,8750,0.474152054793194,2.797600800171485e-39,8720,34.15676605504587,13.0,1.4007567949007087,2.8749153643058087,0.8129106047398976,1.037427878681754e-268,1.0296326944269823e-156,1.0563152709359604,0.7658394585003818,8723,33.17516909320188,0.7377526539036108,0.0,2.259786945095671e-102,1.6378705313033503e-251
0.7,0.8367,0.6,white,155.96666666666667,13.496872065614152,4679,0.4826489980158239,5.423472061112852e-15,4649,63.62163906216391,13.0,1.6049902829692133,2.712304464684691,0.549708438727096,4.212985673448866e-101,0.0,1.2082525738626735,0.40650280864454347,4656,62.57409793814433,0.5089729533169416,0.0,0.00013628983151453604,1.3119928109274894e-90
0.7,0.8367,0.8,white,81.83333333333333,12.366846359880471,2455,0.4830870641717007,1.3958714932236638e-09,2425,120.29030927835052,12.0,1.6715258595229092,2.5476045800116416,0.4217240966241068,1.7795794375611575e-31,0.0,1.9333520612402555,0.003711726339449939,2437,118.7796471070989,0.39495584311523424,9.330089252780952e-197,0.0,2.3255367938988684e-27
0.7,0.8367,1.0,white,44.53333333333333,6.1031867814191045,1336,0.4951031100657016,2.3424631647715005e-08,1306,218.71516079632465,11.0,1.6691325015826277,2.4571982239477332,0.3507407653005087,9.816509656478184e-13,4.2852359532612934e-123,0.8652694610778443,0.6531554409179838,1327,214.38884702336097,0.3281131814954289,1.8683691462629083e-93,1.1962733067272114e-266,1.6514825688239151e-12
0.7,0.8367,1.2,white,28.8,6.457037504408143,864,0.4853537118016395,6.88971622704881e-05,834,332.10671462829737,10.5,1.7949785626236223,3.2427279008543852,0.31325836806388363,0.0006256203614332234,4.292995515118789e-88,1.4976053639846747,0.08304461978408106,853,323.89566236811254,0.2937575209058103,4.7907018817348414e-48,1.4526775596333189e-117,0.0009643240798463222
0.7,0.8367,1.4,white,23.2,5.275098735252893,696,0.4887234798121827,0.000688227824828491,666,400.0945945945946,9.0,1.6933521340572193,2.604413871272291,0.29906972175257607,2.6417350014369672e-05,2.6553152958891875e-92,1.2407847800237812,0.3481342286985989,691,384.83357452966715,0.276549178956705,6.504588461979035e-52,1.7345534949805057e-83,6.09746593140577e-05
0.7,0.8367,1.6,white,23.666666666666668,5.827139568909909,710,0.5174544164453428,4.0196317433375056e-05,680,391.9220588235294,8.0,1.666038611526795,2.48921322556215,0.29823894214125785,0.001424722273422687,1.4440407427784057e-144,1.4842156386595435,0.09024204129627567,700,379.9142857142857,0.27651469715359245,6.771405774625694e-49,9.236491717177755e-55,0.0010886712108152295
0.7,0.8367,1.8,white,28.733333333333334,7.131775530835378,862,0.5593032104583207,1.2789931552907926e-10,832,331.89903846153845,9.0,1.7049560567491855,2.6795591998318185,0.30216691759112896,3.78291080252938e-05,2.562425188137336e-45,1.831186494919594,0.008189978440168444,844,326.31516587677726,0.2814812317506256,4.5906517066716e-57,3.422235369046737e-89,8.074545906112914e-06
0.7,0.8367,2.0,white,39.5,8.061224059243939,1185,0.5478964550176918,2.1889603199370437e-15,1155,246.8917748917749,6.0,1.688265111868965,2.367562378196907,0.3098629602427023,1.101471353216443e-08,1.2796276023875838e-91,1.7018769096464426,0.021180598076659063,1139,249.43020193151887,0.2922520264465635,7.300081525003961e-80,1.3585272336688434e-112,3.3639984849753926e-07
0.7,0.8367,2.2,white,58.43333333333333,9.810481922696537,1753,0.5642034730495336,8.492993084769786e-20,1723,167.90423679628555,6.0,1.7185232367905965,2.7801218221023363,0.33449281444949464,1.85020368493714e-08,1.470757447319645e-181,1.7038967681019732,0.020878469190056093,1675,171.73850746268656,0.31479919320825805,9.733038108499192e-104,0.0,3.5068751125209204e-06
0.7,0.8367,2.4,white,89.43333333333334,15.8885353496021,2683,0.5771223770335389,2.5745858157317918e-51,2653,111.21862042970223,6.0,1.664948589874705,2.472577420295496,0.3672201152638399,4.197514318445546e-16,0.0,2.9200586065521095,4.685769074974644e-07,2566,113.98285268901013,0.34135333570604537,3.2834024247142824e-170,0.0,1.3557470597173978e-10
0.7,0.8367,2.6,white,142.03333333333333,15.018840020306348,4261,0.5841842188580464,2.1708937952469534e-99,4231,69.75844953911604,5.0,1.670638501815935,2.5806033246922713,0.4083014427565558,4.818937231737503e-47,0.0,1.6428796866528013,0.031997969654750325,4070,71.4948402948403,0.3738606734233308,4.271269160551455e-269,0.0,1.4466225747096514e-32
0.7,0.8367,2.8,white,218.0,19.81918262693999,6540,0.5980212545569026,9.389218412973025e-124,6510,45.70906298003072,5.0,1.6229209215323899,2.5656890284110165,0.45504363070989434,1.1949845692649743e-106,2.789512258735153e-33,1.8639670990192978,0.0063770200008563815,6182,47.09171789065027,0.4119328976271692,0.0,0.0,4.501626880273863e-70
0.7,0.8367,3.0,white,325.73333333333335,20.638044696358442,9772,0.6044308598489295,1.5449409532808003e-196,9742,30.598131800451654,4.0,1.6498614170482082,2.857722364198583,0.5075441954913746,3.766485942996691e-198,6.241181632769459e-227,1.3526895987127188,0.19474659676664685,9106,31.672303975400833,0.4543648566956432,0.0,0.0,1.168704962499482e-125
0.8,0.8944,0.2,white,538.8666666666667,11.25680041377458,16166,0.4978441467427786,1.1898754753670993e-78,16136,18.537741695587506,12.0,1.0227733590740071,2.6643871678063613,1.3980986111040434,3.013169322397478e-152,1.7634391626506894e-114,0.24326065347877832,1.9597946155935557e-05,16085,17.615231582219458,1.216563346223691,2.3324649658841088e-121,0.0,4.0663923233230276e-136
0.8,0.8944,0.4,white,379.2,19.16141957162882,11376,0.5026773499303722,1.2958137058479137e-53,11346,26.31641106998061,12.0,1.3245660132883907,2.869640658688966,0.921489573329204,1.9052272016863226e-246,3.067153304674389e-222,1.001636839807944,0.9251919166567317,11293,25.457628619498806,0.828464538029965,0.0,0.0,4.43272702244554e-227
0.8,0.8944,0.6,white,233.56666666666666,16.520055151912246,7007,0.5064766312895592,1.9519185164192355e-37,6977,42.665758922172856,12.0,1.5294608699991616,2.74391587213533,0.6387272861654105,5.349299593756185e-221,8.836909706483323e-178,1.2087469181065245,0.4055663094329538,6951,41.851819882031364,0.5844411332382233,0.0,3.2546791820420957e-131,8.317150309322933e-197
0.8,0.8944,0.8,white,138.23333333333332,14.941404069081177,4147,0.509997258605741,4.661321449740074e-22,4117,71.62885596307991,11.0,1.6469075532992858,2.7175797494145684,0.4886448519354458,8.225651089710983e-59,0.0,1.6706800927966208,0.02638969126506807,4109,70.81260647359454,0.45131986207969543,5.856877909182031e-251,0.0,1.5716083020260263e-50
0.8,0.8944,1.0,white,84.83333333333333,12.675654705861241,2545,0.5140155903561764,1.2567233323173192e-16,2515,115.81113320079523,10.0,1.7128061871716636,2.719754342529786,0.4075430413588378,8.787007075871824e-28,7.020485986016e-311,1.9592846013142744,0.0030202275996558114,2515,114.86918489065606,0.38003843537372944,6.972897250584553e-177,0.0,5.523636519455566e-24
0.8,0.8944,1.2,white,57.86666666666667,7.792018708624585,1736,0.5322596443590308,3.9625401278763545e-21,1706,169.88276670574444,9.0,1.64384846131924,2.414647703502555,0.36209448326052146,4.157210133484364e-21,7.187533411323463e-303,1.0854123629429524,0.6865863419781559,1710,168.56783625730995,0.338275039644282,1.0468499442522762e-148,2.3183365511629447e-251,1.909522158369987e-18
0.8,0.8944,1.4,white,46.233333333333334,9.604454984826342,1387,0.5444957898507049,9.298885014776644e-14,1357,209.85408990420044,9.0,1.674220125061621,2.339515729036458,0.33829846006981873,9.868715202579534e-09,5.31809925229531e-203,2.0640180990975314,0.001287096683874056,1361,208.32916972814107,0.31651550421805513,1.5769592904273712e-87,1.3278550243199235e-291,3.1299289764824394e-08
0.8,0.8944,1.6,white,47.266666666666666,9.902637134734475,1418,0.5306912954741502,2.752975192837463e-13,1388,206.9985590778098,8.0,1.7140799332539285,2.4578602906180773,0.3303636783021649,6.026997265382948e-09,7.031905064052861e-251,2.146199114829045,0.0006451137442098354,1380,207.2731884057971,0.310044585798895,5.948911528799981e-91,0.0,6.384748077410576e-08
0.8,0.8944,1.8,white,55.333333333333336,10.277267254587779,1660,0.5462032060511359,2.7899606761548857e-14,1630,176.75950920245398,7.0,1.6870073880651018,2.456682301939099,0.33740886703351564,2.3643783680554084e-11,1.8228653192100403e-180,1.9746572496884085,0.002670196328329766,1610,178.0062111801242,0.31553208991515874,1.2317252330834914e-118,9.560290724758036e-131,2.647859114251225e-09
0.8,0.8944,2.0,white,71.8,10.946536743037345,2154,0.5733248276986269,3.6719949021074195e-20,2124,136.13888888888889,6.0,1.7099743013429982,2.8721465147789886,0.35378574695390874,1.8709648985780613e-19,1.8501969532708458e-301,1.7264431850926905,0.017766063046323444,2069,138.77622039632672,0.33144822681321795,1.8095304986471868e-159,3.288180765233019e-284,2.6935838617903798e-15
0.8,0.8944,2.2,white,98.13333333333334,14.56647597129183,2944,0.5749975834100526,1.993604385359065e-42,2914,101.06554564172959,5.5,1.6828741103465585,2.528111385872731,0.3753701173020841,5.466796881299687e-26,0.0,2.2367410044977514,0.0002953762147186456,2821,103.39383197447714,0.34884611784177977,1.5014214683824647e-208,0.0,4.058597368880383e-19
0.8,0.8944,2.4,white,140.23333333333332,16.92864108216867,4207,0.5877143857369965,3.55944894350033e-61,4177,70.77352166626765,5.0,1.6799769827642725,2.770021896739423,0.40813131920269613,4.523073432263516e-46,1.3640188593189375e-17,2.114054572428547,0.0008470363345254306,4006,72.76934598102845,0.3759921226505207,3.0123545358586617e-243,0.0,1.3282716547823194e-28
0.8,0.8944,2.6,white,202.6,15.315787062156922,6078,0.5971198773380186,6.153553351111234e-108,6048,49.00992063492063,5.0,1.6520392232808339,2.693811038296372,0.4474514804841765,4.149399065965961e-91,1.437052599966047e-53,1.1977397283589202,0.4267841777184467,5746,50.544726766446225,0.40763923900241966,0.0,6.782853080435486e-231,5.671267845003662e-58
0.8,0.8944,2.8,white,300.43333333333334,22.458381261544407,9013,0.6064252285521475,1.4609046510886385e-161,8983,33.15662918846711,4.0,1.618173989353446,2.5839152495428164,0.4973537726998884,4.324575317863234e-218,0.0,1.7367289394246626,0.016494194533003492,8423,34.30203015552654,0.44755002286263196,0.0,0.0,2.6147592425623247e-141
0.8,0.8944,3.0,white,439.5,29.413998934747607,13185,0.6184894741113046,2.922470256913629e-247,13155,22.69236031927024,4.0,1.616836243329439,2.8500077549163074,0.5585069580011968,0.0,0.0,2.036444235220274,0.0016160941480207747,12074,23.639887361272155,0.4984470162140972,0.0,0.0,1.2475063920590605e-238
0.9,0.9487,0.2,white,613.0666666666667,15.737287638669576,18392,0.5211503050292641,2.243251979010929e-85,18362,16.289510946519986,11.0,0.9808024055504743,2.565232912605702,1.4596799381948802,9.421937815659522e-133,2.8726633544169962e-149,0.41790283631563946,0.00496780562931917,18242,15.409001206008114,1.2577591404714996,1.7466423385942984e-112,2.3403483350215106e-133,4.5637695963025315e-105
0.9,0.9487,0.4,white,470.53333333333336,20.87859084218941,14116,0.5210546555558253,3.008805120898466e-84,14086,21.21368734914099,11.0,1.255303802064093,2.810390964981599,1.0155922766307333,5.535782541689987e-295,2.6471918769104465e-191,0.9583744540311311,0.9419841332474306,13990,20.370407433881343,0.8962536539935034,0.0,8.047745346859003e-166,1.887884568403057e-274
0.9,0.9487,0.6,white,312.76666666666665,18.943219250052394,9383,0.5263426184942522,5.359642329193759e-48,9353,31.857692718913718,10.0,1.4729090282596777,2.812847206209988,0.7207525956382589,0.0,7.428071184644198e-224,1.1868897161778273,0.44845021690845877,9288,31.09668389319552,0.6505180105033435,0.0,1.9841150609290875e-306,5.833654040874501e-285
0.9,0.9487,0.8,white,203.46666666666667,16.331428460350782,6104,0.5371623615424086,2.044465373536e-35,6074,48.919492920645375,10.0,1.603492723626642,2.9001047749118056,0.5579218431620062,4.4129580249944585e-131,8.490556771594499e-236,1.3560582094273963,0.1911617987779155,6025,48.339585062240666,0.5109560689098293,0.0,4.3685335499897206e-42,5.0959734871836156e-108
0.9,0.9487,1.0,white,135.06666666666666,14.872644538062339,4052,0.5439169826457253,8.83946006530306e-28,4022,73.42913973147688,9.0,1.693330302067344,2.806051125726925,0.4583232835770367,1.9700178419315416e-50,0.0,1.6941484835075058,0.022374281240713945,3973,73.35867102944879,0.4256865723830884,1.8402733038903295e-252,0.0,2.8938489503639233e-43
0.9,0.9487,1.2,white,97.96666666666667,12.029085122688626,2939,0.5501065952342946,2.962949467600284e-34,2909,100.76280508765899,9.0,1.7320228575083856,2.9842246513343103,0.40936761982999603,7.67794977893387e-33,1.6989339614857805e-90,1.5279534441693745,0.06857224994469857,2872,101.09435933147633,0.3821216992193934,2.0184044322258125e-206,0.0,7.981979644931846e-27
0.9,0.9487,1.4,white,83.63333333333334,11.478917873891927,2509,0.5486450055972739,1.2208056271024683e-21,2479,117.86244453408632,8.0,1.6917131159558307,2.626636613177652,0.3840888205267989,1.820116720964006e-24,0.0,1.6298429103503247,0.03498633458865097,2455,118.05498981670061,0.3566460601336319,1.059381844288196e-185,0.0,3.5859106622936254e-21
0.9,0.9487,1.6,white,81.4,13.499629624548966,2442,0.5736581802984475,8.012913554781225e-24,2412,121.0393864013267,7.0,1.6936721412573412,2.466519495148496,0.3717815748570187,1.570671031019462e-23,0.0,2.3160213505041094,0.00014664447402035208,2369,122.26551287463064,0.3469497545621074,5.851416900921988e-194,0.0,4.7578625447345795e-20
0.9,0.9487,1.8,white,91.0,12.761922530193743,2730,0.5783478485021036,3.052969888521335e-18,2700,108.35222222222222,7.0,1.7031327157172547,2.6421795815175018,0.37673496285308417,1.090312383458668e-25,0.0,1.8514588859416445,0.007018852751791815,2617,110.7944210928544,0.35334692940952644,5.084343993692403e-196,8.962850627906171e-43,4.880425216515591e-19
0.9,0.9487,2.0,white,112.73333333333333,15.163406242955071,3382,0.5808054722784086,4.111144273320304e-50,3352,87.60560859188544,6.0,1.6995661329189482,2.727327727924044,0.39018333029257946,4.37557076992078e-39,0.0,2.1099125186076386,0.0008771126942330731,3223,90.10083772882408,0.36433503268092887,3.7874967530802677e-230,9.510114619303818e-15,1.227884880081335e-28
0.9,0.9487,2.2,white,146.33333333333334,17.61691106736807,4390,0.5857946303336644,4.330058794617288e-50,4360,67.89128440366973,5.0,1.6853817822026225,2.787129088502217,0.41511208521356574,3.6533678675926987e-50,1.6179114219474111e-78,2.194014610007069,0.0004281304618956039,4172,69.9261744966443,0.3842026075514938,2.565545520189548e-269,0.0,1.691220982196409e-38
0.9,0.9487,2.4,white,200.1,14.976314633447041,6003,0.6012646049447796,5.046937510442726e-84,5973,49.681232211618955,5.0,1.6324902318083268,2.625837381122109,0.4500121094912959,1.0101213834062232e-92,3.006316289032267e-56,1.1595409191955748,0.5063758593154439,5638,51.587087619723306,0.4150239222184554,0.0,0.0,3.938993206436356e-57
0.9,0.9487,2.6,white,281.2,21.323539418523684,8436,0.6107233794085155,3.080501856595302e-126,8406,35.49262431596479,5.0,1.6349583148980416,2.8497869072422986,0.49278607094344723,6.853435988057e-173,0.0,1.6727326237308089,0.026013711359636593,7855,36.92170591979631,0.449241914779928,0.0,0.0,8.710098234422051e-106
0.9,0.9487,2.8,white,390.8,25.637732609053657,11724,0.6173992252210595,1.1026152057994517e-206,11694,25.518043441080895,4.0,1.6011884305923414,2.6583419669690413,0.5422935552274941,5.235213959385504e-293,0.0,1.739914587230438,0.016117768580081737,10799,26.55607000648208,0.4868083830203899,0.0,0.0,4.3779214509629755e-179
0.9,0.9487,3.0,white,536.0666666666667,30.992400502201967,16082,0.6275004280651959,1.794849931999779e-288,16052,18.621667081983553,4.0,1.5724135764449108,2.809973022861805,0.6014066370309493,0.0,0.0,1.853595152430003,0.006905085691259583,14513,19.494522152552882,0.5363069901405217,0.0,0.0,0.0
1.0,1.0,0.2,white,681.4666666666667,18.353443515833447,20444,0.5476690137115308,1.865260859799475e-127,20414,14.654060938571568,10.0,0.9657265297838021,2.5388733337658564,1.4835934558550945,7.6720094506120645e-143,4.282222163846349e-75,0.511344699397513,0.027395183555946646,20168,13.836919873066243,1.280196022926349,5.643164244895008e-44,0.0,3.753883574031142e-101
1.0,1.0,0.4,white,550.5333333333333,20.68289685276756,16516,0.5485040239781644,1.1729396298975011e-90,16486,18.135751546766954,10.0,1.1956183178137576,2.7643060158531627,1.1025135633947714,9.407889965822357e-221,3.74394293105093e-147,0.8038265923952532,0.4757535823538503,16296,17.351006381934216,0.9669827138909637,1.4415874675787312e-226,0.0,2.4834391811474106e-204
1.0,1.0,0.6,white,395.06666666666666,19.709445000360162,11852,0.5516560369775045,4.286781516760302e-81,11822,25.259262392150227,10.0,1.408594000233608,2.8698243235648486,0.799372053911244,0.0,0.0,1.0171890092753149,0.878684635724583,11686,24.559387301043984,0.7134370289685099,0.0,0.0,0.0
1.0,1.0,0.8,white,275.5,17.192537140670463,8265,0.5535468060598308,7.229681594095237e-62,8235,36.16806314511233,9.0,1.5483970200442303,2.7761421496582614,0.6226415801721656,7.093852427312024e-243,2.0737317065869844e-103,1.1098942361849928,0.6234564578595321,8107,35.744541754039716,0.5674081641953899,0.0,2.8304377451637953e-162,4.724930330385941e-202
1.0,1.0,1.0,white,197.0,17.204650534085253,5910,0.5632490084794027,1.8530144036901832e-56,5880,50.48010204081633,9.0,1.6355164783884544,2.886707109283986,0.522479393021786,3.408045471460156e-112,1.3148192211488829e-59,1.554349728688955,0.0578533641115162,5788,50.291465100207326,0.4797102216953905,0.0,0.0,6.548873680599421e-90
1.0,1.0,1.2,white,149.5,15.059327120868758,4485,0.5617848826944313,3.1936164309653806e-31,4455,66.389898989899,8.0,1.7009791872117548,2.9416728101838756,0.4564160139647325,2.4840184124285934e-63,0.0,1.5692538346211509,0.05248697242623446,4375,66.61531428571429,0.4216324580961965,1.3111638645287986e-268,3.386296062532511e-22,1.1145024003186445e-50
1.0,1.0,1.4,white,127.96666666666667,12.349044047572626,3839,0.5651800355726074,1.319764479528586e-29,3809,77.22105539511684,8.0,1.7066270582329015,2.766150114438529,0.42348994620618735,1.2342141958999717e-46,0.0,1.2328012862545026,0.3618489311878794,3702,78.45840086439762,0.39553614136970394,1.0205439663406971e-241,0.0,7.095946283375042e-36
1.0,1.0,1.6,white,123.53333333333333,12.007590192133566,3706,0.5692368252621296,1.7453894254142392e-33,3676,80.31501632208922,7.0,1.6861917614157196,2.6223468423538376,0.4094967682295505,8.55446039872353e-47,0.0,1.2073989988276237,0.408123473323313,3548,82.20828635851184,0.38308102843113917,4.454929096614367e-245,0.0,3.1257091499676587e-35
1.0,1.0,1.8,white,134.93333333333334,13.937798327649249,4048,0.5894297998918343,6.972346312180569e-61,4018,73.51045296167247,7.0,1.6868396027837367,2.6826581543190944,0.4175670998476246,1.170993286823651e-42,0.0,1.4893348780155378,0.08742818671463315,3873,75.25277562612962,0.38863930456407264,4.2057477151575995e-231,0.0,3.7836000885548387e-28
1.0,1.0,2.0,white,161.3,16.880264610880168,4839,0.5964773431999716,7.084183934893039e-62,4809,61.47223955084217,6.0,1.6964730448223562,2.829655488488678,0.429297212368038,5.725750696957257e-60,7.11149489969711e-176,1.8274579387305734,0.008424473046028558,4579,63.530683555361435,0.39980538420544026,7.397534182539753e-270,0.0,1.0859463940482188e-41
1.0,1.0,2.2,white,201.06666666666666,17.959089311234266,6032,0.6004183519449912,1.2771828178255141e-83,6002,49.497667444185275,5.0,1.6828275882426056,2.852632952036196,0.4507869543407327,6.5662395325259805e-99,8.302977270791695e-54,1.6594027256928565,0.028546004090022725,5663,51.41638707398905,0.4174499296407037,0.0,6.270229783802606e-129,4.0814406624052984e-64
1.0,1.0,2.4,white,270.3,17.384188218033074,8109,0.598493060835636,1.7941485286110048e-100,8079,36.82448322812229,5.0,1.626094770751267,2.707706348609914,0.48942684791143576,1.3417556751014516e-170,0.0,1.1566076007501243,0.5128695656232805,7583,38.1777660556508,0.446284754077213,0.0,0.0,4.929308888600105e-109
1.0,1.0,2.6,white,365.1333333333333,22.246697632582585,10954,0.6156675960174862,7.078757060878443e-181,10924,27.326071036250458,4.0,1.6240009946305514,2.796185619287435,0.5295487588297096,1.000813462198679e-293,0.0,1.4021771294378373,0.1473289886088267,10069,28.568576819942397,0.4805998639730215,0.0,0.0,7.776383076519821e-186
1.0,1.0,2.8,white,488.03333333333336,23.176832302011324,14641,0.629737653845587,2.2096585847970286e-225,14611,20.460201218260217,4.0,1.5963022249090617,2.762750328166832,0.5816158026655598,0.0,0.0,1.1386281792509934,0.5538486297333314,13268,21.43480554718119,0.5219265329761908,0.0,0.0,1.2202277131807448e-292
1.0,1.0,3.0,white,641.4333333333333,27.429525859717096,19243,0.6392867848609342,0.0,19213,15.552178212668506,4.0,1.552606050300588,2.7879535212493622,0.6409781353303535,0.0,0.0,1.2134121319530435,0.39680423278587695,17141,16.314800770083426,0.5683507318667198,0.0,0.0,0.0
1.1,1.0488,0.2,white,756.7333333333333,21.803567496067142,22702,0.5660438375437677,9.071192719366168e-166,22672,13.198394495412844,9.0,0.9477294666600118,2.5333854802472553,1.513063470861066,8.197353109373095e-115,5.1539062676966736e-101,0.6498834980360229,0.14968450867623204,22265,12.43570626543903,1.305241888301643,3.5820383854654856e-59,1.2415365509427137e-278,1.0334347131409012e-63
1.1,1.0488,0.4,white,630.1666666666666,19.270155393480582,18905,0.5667107952900383,2.1733207489880065e-132,18875,15.848635761589405,9.0,1.1540882551414282,2.797231961617693,1.1666820336087234,3.147424167510331e-206,0.0,0.609590602741475,0.0988609228718592,18555,15.117488547561305,1.0177578279128299,1.6274831872617712e-169,0.0,1.4552596276119546e-179
1.1,1.0488,0.6,white,481.1666666666667,19.346116463575378,14435,0.565605648237358,2.3553655411942005e-107,14405,20.739048941339814,9.0,1.3534064511049626,2.866191561078796,0.8776783136289007,0.0,1.0867479815878055e-135,0.8046653846613238,0.4780404908488501,14135,20.130739299610894,0.781261993225078,0.0,0.0,0.0
1.1,1.0488,0.8,white,356.5,19.14810695604137,10695,0.5687069643157707,1.0378338024381852e-71,10665,27.981715893108298,9.0,1.504666163206928,2.791398987594642,0.6876864902082737,0.0,4.565270640521594e-173,1.0639357740484596,0.7446656207626123,10459,27.528157567645092,0.619065767465908,0.0,0.0,3.241570548968525e-283
1.1,1.0488,1.0,white,266.23333333333335,18.810782959663204,7987,0.5724112584567645,9.538347234049217e-58,7957,37.42666834234008,8.0,1.5930570793231402,2.8618464471771423,0.5753693661179663,3.3192057605144524e-197,0.0,1.3749109544388938,0.17208918899914338,7756,37.38847343991748,0.526297484689268,0.0,0.0,1.945858595024854e-156
